Liga,time,total_jogos_ca,total_jogos_fo,total_jogos_ht_ca,total_jogos_ht_fo,over05_ht_casa,over15_ht_casa,over25_ht_casa,over05_ht_fora,over15_ht_fora,over25_ht_fora,over05_2h_casa,over15_2h_casa,over25_2h_casa,over05_2h_fora,over15_2h_fora,over25_2h_fora,media_gols_ht_casa,media_gols_ht_fora,media_gols_2h_casa,media_gols_2h_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Chile_1 Primera Division,Universidad Católica,3,4,3,4,66.7,66.7,33.3,100.0,75.0,50.0,100.0,66.7,0.0,75.0,25.0,0.0,1.67,2.25,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,66.7,50.0,33.3,25.0,33.3,0.0,66.7,0.0,0.0,75.0
Chile_1 Primera Division,Universidad Chile,3,4,3,4,66.7,33.3,0.0,25.0,25.0,0.0,66.7,33.3,0.0,75.0,0.0,0.0,1.0,0.5,1.0,0.75,0.0,0.0,0.0,25.0,33.3,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,25.0,0.0,25.0,0.0,0.0
Chile_1 Primera Division,Unión La Calera,4,3,4,3,75.0,50.0,25.0,66.7,33.3,0.0,75.0,50.0,25.0,66.7,0.0,0.0,1.75,1.0,1.75,0.67,25.0,0.0,0.0,0.0,50.0,33.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,75.0,0.0
Chile_1 Primera Division,Ñublense,4,3,4,3,100.0,25.0,0.0,66.7,0.0,0.0,75.0,25.0,25.0,100.0,0.0,0.0,1.25,0.67,1.25,1.0,0.0,0.0,0.0,0.0,25.0,33.3,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,33.3,25.0,66.7
Colombia_1 Liga BetPlay,Alianza Petrolera,5,6,5,6,60.0,40.0,0.0,66.7,33.3,16.7,60.0,40.0,0.0,100.0,33.3,0.0,1.0,1.17,1.0,1.33,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,16.7,0.0,16.7,0.0,0.0
Colombia_1 Liga BetPlay,América de Cali,5,6,5,6,80.0,40.0,0.0,83.3,66.7,0.0,80.0,20.0,0.0,66.7,0.0,0.0,1.2,1.5,1.0,0.67,0.0,0.0,40.0,33.3,20.0,33.3,20.0,16.7,0.0,0.0,20.0,33.3,20.0,0.0,40.0,0.0,20.0,0.0
Colombia_1 Liga BetPlay,Atlético Bucaramanga,6,5,6,5,66.7,33.3,16.7,60.0,60.0,0.0,50.0,50.0,0.0,40.0,20.0,0.0,1.17,1.2,1.0,0.6,0.0,0.0,16.7,0.0,16.7,20.0,50.0,40.0,0.0,20.0,16.7,0.0,66.7,0.0,0.0,20.0,16.7,0.0
Colombia_1 Liga BetPlay,Atlético Nacional,5,6,5,6,100.0,40.0,0.0,66.7,0.0,0.0,100.0,40.0,40.0,100.0,66.7,16.7,1.4,0.67,2.0,1.83,40.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,20.0,16.7,80.0,16.7,20.0,33.3,60.0,33.3,20.0,33.3
Colombia_1 Liga BetPlay,Boyacá Chicó,5,6,5,6,60.0,40.0,20.0,83.3,33.3,0.0,80.0,20.0,0.0,100.0,50.0,16.7,1.2,1.17,1.0,1.67,40.0,0.0,0.0,16.7,20.0,0.0,0.0,0.0,20.0,16.7,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Colombia_1 Liga BetPlay,Cúcuta Deportivo,6,6,6,6,83.3,50.0,16.7,83.3,66.7,16.7,100.0,83.3,0.0,83.3,66.7,16.7,1.5,1.67,1.83,1.83,0.0,0.0,16.7,50.0,16.7,16.7,33.3,16.7,16.7,0.0,33.3,0.0,16.7,0.0,0.0,16.7,0.0,33.3
Colombia_1 Liga BetPlay,Deportes Tolima,5,6,5,6,20.0,0.0,0.0,66.7,50.0,33.3,100.0,40.0,20.0,50.0,16.7,0.0,0.2,1.5,1.6,0.67,0.0,16.7,0.0,50.0,0.0,16.7,20.0,33.3,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0
Colombia_1 Liga BetPlay,Deportivo Cali,7,5,7,5,71.4,14.3,0.0,20.0,20.0,0.0,85.7,14.3,14.3,80.0,60.0,40.0,0.86,0.4,1.14,1.8,14.3,0.0,14.3,0.0,14.3,20.0,14.3,0.0,14.3,20.0,14.3,20.0,14.3,20.0,14.3,20.0,14.3,0.0
Colombia_1 Liga BetPlay,Deportivo Pasto,7,5,7,5,57.1,28.6,0.0,100.0,40.0,0.0,71.4,28.6,14.3,80.0,60.0,40.0,0.86,1.4,1.29,2.0,28.6,0.0,0.0,20.0,14.3,20.0,14.3,0.0,14.3,0.0,28.6,20.0,0.0,20.0,42.9,20.0,14.3,40.0
Colombia_1 Liga BetPlay,Deportivo Pereira,5,6,5,6,40.0,0.0,0.0,100.0,16.7,16.7,80.0,60.0,40.0,83.3,66.7,33.3,0.4,1.5,2.0,1.83,0.0,0.0,0.0,0.0,0.0,16.7,20.0,0.0,0.0,33.3,20.0,16.7,0.0,33.3,20.0,0.0,20.0,0.0
Colombia_1 Liga BetPlay,Fortaleza CEIF,5,7,5,7,40.0,20.0,0.0,85.7,14.3,0.0,100.0,40.0,20.0,85.7,42.9,28.6,0.6,1.0,1.6,1.86,20.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.6,0.0,14.3,20.0,14.3,80.0,14.3
Colombia_1 Liga BetPlay,Independiente Medellín,5,6,5,6,100.0,80.0,20.0,50.0,16.7,0.0,80.0,0.0,0.0,83.3,66.7,33.3,2.0,0.67,0.8,2.0,20.0,0.0,0.0,16.7,40.0,0.0,0.0,0.0,20.0,0.0,0.0,66.7,20.0,0.0,20.0,33.3,20.0,16.7
Colombia_1 Liga BetPlay,Jaguares de Córdoba,6,6,6,6,83.3,16.7,0.0,83.3,33.3,16.7,83.3,50.0,33.3,66.7,50.0,16.7,1.0,1.33,1.67,1.33,0.0,0.0,0.0,0.0,33.3,16.7,16.7,0.0,16.7,16.7,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0
Colombia_1 Liga BetPlay,Junior,6,6,6,6,100.0,33.3,0.0,100.0,66.7,33.3,83.3,50.0,16.7,50.0,16.7,16.7,1.33,2.0,1.5,1.0,16.7,16.7,16.7,16.7,0.0,33.3,16.7,0.0,33.3,33.3,0.0,0.0,0.0,16.7,16.7,0.0,33.3,33.3
Colombia_1 Liga BetPlay,La Equidad,6,6,6,6,50.0,33.3,0.0,66.7,66.7,0.0,66.7,50.0,50.0,66.7,33.3,16.7,0.83,1.33,2.0,1.17,0.0,33.3,0.0,0.0,0.0,16.7,16.7,0.0,33.3,33.3,33.3,33.3,33.3,0.0,16.7,0.0,33.3,0.0
Colombia_1 Liga BetPlay,Llaneros,7,5,7,5,85.7,42.9,0.0,60.0,0.0,0.0,57.1,28.6,14.3,100.0,40.0,0.0,1.29,0.6,1.14,1.4,14.3,0.0,14.3,20.0,0.0,0.0,28.6,0.0,14.3,0.0,14.3,20.0,14.3,40.0,14.3,0.0,14.3,20.0
Colombia_1 Liga BetPlay,Millonarios,7,5,7,5,57.1,28.6,28.6,60.0,40.0,0.0,71.4,57.1,0.0,80.0,40.0,20.0,1.29,1.0,1.29,1.8,28.6,0.0,14.3,0.0,14.3,20.0,14.3,0.0,28.6,20.0,57.1,40.0,14.3,0.0,0.0,20.0,28.6,0.0
Colombia_1 Liga BetPlay,Once Caldas,6,6,6,6,83.3,83.3,16.7,66.7,33.3,0.0,66.7,50.0,33.3,66.7,50.0,16.7,1.83,1.0,1.83,1.33,50.0,16.7,33.3,0.0,0.0,0.0,33.3,16.7,50.0,16.7,0.0,0.0,16.7,16.7,16.7,33.3,50.0,33.3
Colombia_1 Liga BetPlay,Rionegro Águilas,6,5,6,5,50.0,16.7,16.7,40.0,0.0,0.0,83.3,66.7,16.7,100.0,0.0,0.0,0.83,0.4,1.67,1.0,0.0,0.0,0.0,20.0,0.0,0.0,16.7,0.0,33.3,20.0,33.3,20.0,0.0,0.0,16.7,0.0,16.7,20.0
Colombia_1 Liga BetPlay,Santa Fe,5,6,5,6,100.0,20.0,0.0,33.3,0.0,0.0,100.0,40.0,20.0,100.0,50.0,16.7,1.2,0.33,1.6,1.67,20.0,0.0,0.0,0.0,20.0,0.0,20.0,16.7,20.0,0.0,20.0,0.0,40.0,0.0,0.0,16.7,0.0,50.0
Croacia_1 HNL,Dinamo Zagreb,13,13,13,13,92.3,30.8,7.7,69.2,38.5,15.4,100.0,84.6,38.5,76.9,38.5,15.4,1.31,1.46,2.38,1.38,23.1,15.4,23.1,7.7,23.1,30.8,7.7,30.8,30.8,23.1,38.5,30.8,30.8,7.7,61.5,15.4,38.5,46.2
Croacia_1 HNL,Gorica,13,13,13,13,84.6,30.8,7.7,69.2,30.8,15.4,69.2,38.5,23.1,92.3,30.8,15.4,1.31,1.15,1.31,1.38,15.4,0.0,7.7,7.7,23.1,30.8,15.4,15.4,7.7,15.4,0.0,15.4,0.0,0.0,38.5,7.7,7.7,15.4
Croacia_1 HNL,HNK Vukovar 1991,12,14,12,14,58.3,33.3,25.0,78.6,35.7,7.1,91.7,50.0,16.7,71.4,64.3,14.3,1.17,1.21,1.67,1.5,0.0,14.3,16.7,7.1,0.0,0.0,0.0,0.0,41.7,0.0,33.3,7.1,25.0,21.4,0.0,7.1,33.3,0.0
Croacia_1 HNL,Hajduk Split,14,12,14,12,78.6,35.7,7.1,75.0,41.7,8.3,85.7,35.7,7.1,66.7,33.3,8.3,1.29,1.25,1.29,1.08,21.4,8.3,7.1,16.7,21.4,25.0,7.1,0.0,14.3,8.3,14.3,16.7,21.4,25.0,14.3,33.3,42.9,0.0
Croacia_1 HNL,Istra 1961,13,14,13,14,76.9,38.5,0.0,85.7,50.0,7.1,84.6,23.1,7.7,71.4,42.9,21.4,1.15,1.43,1.15,1.43,23.1,21.4,7.7,7.1,0.0,28.6,7.7,7.1,15.4,35.7,0.0,7.1,15.4,7.1,15.4,7.1,23.1,14.3
Croacia_1 HNL,Lokomotiva Zagreb,13,13,13,13,92.3,23.1,0.0,92.3,30.8,7.7,92.3,38.5,15.4,92.3,30.8,15.4,1.15,1.38,1.46,1.46,0.0,30.8,30.8,7.7,23.1,0.0,7.7,7.7,15.4,7.7,15.4,0.0,23.1,23.1,15.4,7.7,15.4,7.7
Croacia_1 HNL,Osijek,14,12,14,12,57.1,21.4,7.1,83.3,25.0,8.3,64.3,28.6,7.1,83.3,41.7,25.0,0.86,1.17,1.0,1.5,0.0,8.3,0.0,8.3,7.1,0.0,7.1,33.3,0.0,8.3,21.4,8.3,0.0,16.7,14.3,8.3,21.4,8.3
Croacia_1 HNL,Rijeka,14,12,14,12,71.4,42.9,14.3,75.0,25.0,8.3,71.4,42.9,21.4,75.0,33.3,8.3,1.29,1.08,1.36,1.17,21.4,16.7,21.4,8.3,14.3,16.7,21.4,0.0,14.3,16.7,21.4,25.0,14.3,8.3,7.1,8.3,35.7,8.3
Croacia_1 HNL,Slaven Koprivnica,12,14,12,14,83.3,50.0,8.3,78.6,35.7,14.3,83.3,41.7,8.3,85.7,50.0,35.7,1.58,1.29,1.33,1.86,25.0,7.1,8.3,7.1,8.3,14.3,16.7,21.4,8.3,21.4,8.3,14.3,8.3,14.3,58.3,7.1,25.0,14.3
Croacia_1 HNL,Varaždin,13,14,13,14,84.6,53.8,15.4,71.4,42.9,0.0,61.5,30.8,23.1,85.7,42.9,7.1,1.54,1.14,1.31,1.36,23.1,7.1,7.7,14.3,15.4,14.3,15.4,21.4,15.4,14.3,23.1,0.0,15.4,14.3,23.1,7.1,7.7,14.3
Escocia_1 Premiership,Aberdeen,15,15,15,15,66.7,26.7,20.0,60.0,20.0,0.0,86.7,46.7,13.3,73.3,26.7,6.7,1.27,0.8,1.67,1.07,6.7,0.0,13.3,13.3,13.3,6.7,13.3,0.0,6.7,0.0,13.3,0.0,20.0,0.0,33.3,13.3,33.3,13.3
Escocia_1 Premiership,Celtic,15,15,15,15,80.0,33.3,0.0,80.0,46.7,6.7,86.7,66.7,33.3,73.3,40.0,20.0,1.13,1.53,1.87,1.33,6.7,26.7,20.0,13.3,20.0,20.0,33.3,13.3,13.3,6.7,13.3,20.0,26.7,26.7,33.3,0.0,53.3,26.7
Escocia_1 Premiership,Dundee,15,15,15,15,93.3,46.7,20.0,60.0,26.7,13.3,66.7,40.0,20.0,66.7,40.0,6.7,1.67,1.0,1.47,1.13,13.3,0.0,13.3,13.3,6.7,6.7,20.0,6.7,26.7,13.3,13.3,6.7,6.7,0.0,13.3,0.0,40.0,6.7
Escocia_1 Premiership,Dundee United,15,15,15,15,80.0,40.0,6.7,93.3,26.7,6.7,73.3,40.0,0.0,93.3,53.3,46.7,1.27,1.27,1.13,2.07,6.7,0.0,13.3,13.3,6.7,13.3,0.0,13.3,33.3,26.7,6.7,6.7,13.3,20.0,6.7,26.7,20.0,26.7
Escocia_1 Premiership,Falkirk,15,15,15,15,73.3,33.3,20.0,66.7,40.0,0.0,86.7,40.0,26.7,80.0,33.3,0.0,1.33,1.07,1.53,1.13,13.3,13.3,20.0,0.0,13.3,13.3,13.3,0.0,26.7,0.0,33.3,20.0,6.7,13.3,13.3,20.0,26.7,6.7
Escocia_1 Premiership,Hearts,15,15,15,15,73.3,33.3,0.0,86.7,33.3,13.3,73.3,40.0,13.3,73.3,46.7,6.7,1.07,1.4,1.4,1.27,6.7,6.7,13.3,26.7,20.0,26.7,20.0,6.7,40.0,13.3,26.7,13.3,6.7,20.0,26.7,13.3,26.7,33.3
Escocia_1 Premiership,Hibernian,15,15,15,15,66.7,33.3,13.3,80.0,53.3,13.3,80.0,46.7,26.7,66.7,40.0,20.0,1.13,1.47,1.6,1.33,13.3,13.3,6.7,6.7,20.0,26.7,13.3,20.0,33.3,6.7,26.7,20.0,20.0,0.0,13.3,13.3,33.3,33.3
Escocia_1 Premiership,Kilmarnock,15,15,15,15,80.0,40.0,6.7,80.0,40.0,20.0,73.3,53.3,26.7,93.3,66.7,13.3,1.27,1.47,1.6,1.87,0.0,0.0,20.0,13.3,20.0,6.7,20.0,20.0,26.7,13.3,13.3,6.7,0.0,13.3,6.7,0.0,13.3,26.7
Escocia_1 Premiership,Livingston,15,15,15,15,86.7,40.0,6.7,73.3,26.7,13.3,86.7,60.0,13.3,73.3,46.7,26.7,1.53,1.33,1.6,1.53,13.3,0.0,13.3,20.0,13.3,6.7,6.7,13.3,20.0,0.0,13.3,6.7,13.3,6.7,6.7,6.7,26.7,20.0
Escocia_1 Premiership,Motherwell,15,15,15,15,80.0,20.0,0.0,60.0,33.3,0.0,86.7,33.3,0.0,73.3,60.0,20.0,1.0,0.93,1.2,1.67,0.0,6.7,20.0,13.3,26.7,26.7,13.3,20.0,26.7,13.3,26.7,26.7,6.7,26.7,6.7,6.7,53.3,6.7
Escocia_1 Premiership,Rangers,15,15,15,15,66.7,33.3,6.7,93.3,20.0,0.0,73.3,53.3,20.0,80.0,33.3,13.3,1.13,1.13,1.6,1.27,20.0,20.0,20.0,13.3,13.3,20.0,20.0,13.3,13.3,13.3,26.7,13.3,6.7,0.0,20.0,20.0,46.7,46.7
Escocia_1 Premiership,St. Mirren,15,15,15,15,46.7,13.3,0.0,60.0,26.7,13.3,66.7,26.7,6.7,93.3,60.0,20.0,0.6,1.0,1.0,2.0,0.0,6.7,6.7,6.7,6.7,6.7,13.3,0.0,0.0,20.0,6.7,6.7,6.7,13.3,6.7,0.0,6.7,40.0
Espanha_1 La Liga,Athletic Club Bilbao,14,14,14,14,57.1,28.6,0.0,64.3,35.7,7.1,92.9,28.6,21.4,85.7,50.0,14.3,0.86,1.14,1.5,1.5,7.1,14.3,0.0,0.0,14.3,0.0,21.4,7.1,14.3,28.6,0.0,14.3,14.3,0.0,0.0,21.4,50.0,7.1
Espanha_1 La Liga,Atlético Madrid,15,13,15,13,80.0,46.7,6.7,53.8,38.5,0.0,73.3,53.3,33.3,76.9,30.8,0.0,1.4,0.92,1.67,1.08,26.7,23.1,33.3,15.4,20.0,0.0,0.0,15.4,20.0,15.4,20.0,0.0,33.3,0.0,40.0,7.7,33.3,23.1
