Liga,time,total_jogos_ca,total_jogos_fo,total_jogos_ht_ca,total_jogos_ht_fo,over05_ht_casa,over15_ht_casa,over25_ht_casa,over05_ht_fora,over15_ht_fora,over25_ht_fora,over05_2h_casa,over15_2h_casa,over25_2h_casa,over05_2h_fora,over15_2h_fora,over25_2h_fora,media_gols_ht_casa,media_gols_ht_fora,media_gols_2h_casa,media_gols_2h_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Italia_1 Serie A,Udinese,15,15,15,15,66.7,13.3,6.7,80.0,40.0,13.3,80.0,53.3,13.3,80.0,46.7,20.0,0.87,1.33,1.47,1.47,13.3,0.0,13.3,13.3,0.0,20.0,20.0,13.3,6.7,13.3,13.3,26.7,13.3,26.7,6.7,0.0,20.0,13.3
Italia_2 Serie B,Avellino,16,15,16,15,68.8,31.2,6.2,73.3,60.0,20.0,87.5,43.8,25.0,53.3,26.7,13.3,1.06,1.67,1.81,0.93,12.5,6.7,6.2,6.7,6.2,26.7,31.2,13.3,12.5,6.7,6.2,20.0,25.0,13.3,18.8,0.0,18.8,0.0
Italia_2 Serie B,Bari 1908,15,16,15,16,53.3,33.3,6.7,68.8,43.8,6.2,66.7,40.0,26.7,68.8,43.8,18.8,1.07,1.19,1.33,1.38,6.7,12.5,13.3,6.2,6.7,12.5,6.7,6.2,26.7,12.5,13.3,6.2,0.0,0.0,26.7,6.2,20.0,12.5
Italia_2 Serie B,Calcio Padova,15,16,15,16,93.3,33.3,6.7,62.5,18.8,6.2,73.3,40.0,6.7,75.0,25.0,18.8,1.4,0.88,1.2,1.31,6.7,6.2,26.7,6.2,13.3,6.2,6.7,12.5,0.0,6.2,6.7,12.5,6.7,12.5,20.0,6.2,33.3,18.8
Italia_2 Serie B,Carrarese,16,15,16,15,43.8,18.8,12.5,86.7,33.3,6.7,62.5,43.8,25.0,93.3,53.3,20.0,0.81,1.33,1.38,1.67,12.5,13.3,6.2,13.3,12.5,6.7,0.0,0.0,12.5,13.3,6.2,13.3,25.0,6.7,25.0,40.0,31.2,6.7
Italia_2 Serie B,Catanzaro,15,15,15,15,73.3,33.3,13.3,73.3,33.3,13.3,73.3,40.0,26.7,80.0,60.0,26.7,1.27,1.2,1.4,1.67,6.7,26.7,0.0,6.7,26.7,20.0,6.7,6.7,40.0,13.3,46.7,6.7,13.3,20.0,20.0,33.3,6.7,20.0
Italia_2 Serie B,Cesena,15,16,15,16,80.0,46.7,13.3,68.8,25.0,12.5,80.0,53.3,20.0,75.0,43.8,18.8,1.4,1.06,1.53,1.44,6.7,6.2,6.7,0.0,13.3,12.5,13.3,25.0,26.7,12.5,40.0,12.5,0.0,12.5,20.0,25.0,13.3,0.0
Italia_2 Serie B,Empoli,16,15,16,15,75.0,37.5,6.2,66.7,46.7,0.0,75.0,43.8,6.2,100.0,53.3,20.0,1.19,1.13,1.31,1.8,0.0,13.3,12.5,26.7,6.2,6.7,0.0,0.0,37.5,20.0,12.5,13.3,18.8,6.7,31.2,6.7,18.8,20.0
Italia_2 Serie B,Frosinone,15,16,15,16,80.0,33.3,0.0,81.2,43.8,12.5,86.7,73.3,20.0,75.0,37.5,12.5,1.13,1.56,1.87,1.25,26.7,18.8,6.7,25.0,20.0,18.8,6.7,25.0,40.0,25.0,40.0,18.8,20.0,12.5,20.0,6.2,26.7,25.0
Italia_2 Serie B,Juve Stabia,15,16,15,16,73.3,26.7,0.0,81.2,37.5,0.0,53.3,26.7,13.3,68.8,62.5,6.2,1.0,1.19,1.07,1.38,6.7,18.8,26.7,12.5,6.7,12.5,26.7,6.2,13.3,18.8,0.0,6.2,13.3,18.8,13.3,6.2,20.0,0.0
Italia_2 Serie B,Mantova,16,15,16,15,81.2,37.5,18.8,66.7,40.0,6.7,93.8,43.8,18.8,66.7,33.3,0.0,1.44,1.13,1.62,1.0,18.8,0.0,6.2,13.3,12.5,13.3,12.5,13.3,12.5,0.0,25.0,6.7,6.2,13.3,6.2,0.0,50.0,13.3
Italia_2 Serie B,Modena,16,14,16,14,62.5,12.5,0.0,78.6,35.7,7.1,81.2,62.5,6.2,57.1,14.3,7.1,0.75,1.21,1.5,0.79,0.0,21.4,6.2,0.0,6.2,28.6,25.0,7.1,0.0,14.3,43.8,7.1,25.0,7.1,6.2,14.3,31.2,21.4
Italia_2 Serie B,Monza,15,16,15,16,60.0,26.7,6.7,62.5,31.2,6.2,86.7,46.7,13.3,75.0,50.0,0.0,1.0,1.06,1.47,1.25,13.3,12.5,6.7,12.5,13.3,12.5,26.7,18.8,20.0,37.5,33.3,0.0,26.7,12.5,20.0,6.2,26.7,18.8
Italia_2 Serie B,Palermo,16,15,16,15,81.2,31.2,0.0,80.0,6.7,0.0,68.8,43.8,25.0,73.3,46.7,26.7,1.12,0.87,1.44,1.6,18.8,20.0,0.0,13.3,31.2,0.0,31.2,0.0,31.2,20.0,25.0,26.7,12.5,13.3,12.5,20.0,31.2,20.0
Italia_2 Serie B,Pescara,16,15,16,15,75.0,50.0,0.0,80.0,26.7,13.3,87.5,50.0,25.0,93.3,66.7,26.7,1.25,1.2,1.69,2.0,12.5,20.0,18.8,6.7,6.2,0.0,12.5,26.7,12.5,6.7,18.8,20.0,12.5,0.0,31.2,6.7,31.2,20.0
Italia_2 Serie B,Reggiana,15,16,15,16,80.0,46.7,6.7,75.0,43.8,12.5,60.0,33.3,6.7,68.8,25.0,12.5,1.33,1.38,1.0,1.19,13.3,0.0,6.7,25.0,13.3,18.8,13.3,6.2,20.0,0.0,6.7,18.8,13.3,12.5,13.3,0.0,6.7,6.2
Italia_2 Serie B,Sampdoria,15,16,15,16,60.0,13.3,6.7,56.2,25.0,6.2,80.0,26.7,13.3,81.2,56.2,6.2,0.87,0.88,1.4,1.44,0.0,0.0,6.7,12.5,6.7,6.2,20.0,0.0,6.7,0.0,20.0,6.2,26.7,6.2,0.0,6.2,33.3,31.2
Italia_2 Serie B,Spezia,16,15,16,15,81.2,37.5,12.5,66.7,26.7,0.0,62.5,25.0,0.0,86.7,40.0,20.0,1.38,0.93,0.88,1.53,12.5,6.7,18.8,13.3,6.2,13.3,12.5,6.7,0.0,0.0,18.8,0.0,6.2,13.3,0.0,6.7,18.8,40.0
Italia_2 Serie B,Südtirol,15,16,15,16,60.0,33.3,13.3,75.0,18.8,0.0,60.0,26.7,0.0,75.0,31.2,18.8,1.07,0.94,0.87,1.31,13.3,0.0,13.3,6.2,20.0,6.2,20.0,12.5,13.3,12.5,20.0,6.2,0.0,6.2,0.0,31.2,6.7,25.0
Italia_2 Serie B,Venezia,16,15,16,15,87.5,50.0,18.8,66.7,33.3,13.3,81.2,50.0,12.5,73.3,53.3,26.7,1.56,1.13,1.44,1.6,12.5,6.7,25.0,13.3,18.8,13.3,31.2,33.3,50.0,6.7,31.2,33.3,6.2,33.3,25.0,20.0,31.2,13.3
Italia_2 Serie B,Virtus Entella,15,16,15,16,60.0,20.0,0.0,62.5,25.0,6.2,93.3,46.7,20.0,75.0,37.5,12.5,0.8,1.0,1.6,1.31,6.7,0.0,0.0,6.2,6.7,6.2,13.3,6.2,33.3,6.2,20.0,0.0,6.7,0.0,0.0,18.8,46.7,6.2
Portugal_1 Primeira Liga,AVS,14,12,14,12,71.4,28.6,0.0,66.7,50.0,41.7,85.7,50.0,7.1,75.0,58.3,33.3,1.0,1.58,1.43,1.92,7.1,0.0,0.0,0.0,0.0,8.3,7.1,8.3,21.4,8.3,7.1,0.0,7.1,0.0,7.1,16.7,14.3,25.0
Portugal_1 Primeira Liga,Alverca,13,13,13,13,61.5,23.1,7.7,69.2,53.8,15.4,76.9,30.8,7.7,100.0,46.2,15.4,0.92,1.46,1.15,1.62,7.7,7.7,0.0,7.7,0.0,7.7,0.0,7.7,15.4,23.1,7.7,15.4,7.7,15.4,7.7,7.7,38.5,23.1
Portugal_1 Primeira Liga,Benfica,13,13,13,13,84.6,61.5,30.8,61.5,30.8,7.7,69.2,46.2,15.4,76.9,46.2,23.1,1.77,1.0,1.31,1.46,7.7,7.7,30.8,15.4,30.8,15.4,23.1,23.1,38.5,23.1,38.5,38.5,7.7,23.1,7.7,15.4,46.2,30.8
Portugal_1 Primeira Liga,CD Nacional,13,13,13,13,61.5,23.1,7.7,69.2,23.1,0.0,69.2,61.5,46.2,76.9,30.8,23.1,1.0,0.92,1.92,1.31,7.7,7.7,0.0,0.0,15.4,7.7,15.4,23.1,15.4,15.4,23.1,0.0,15.4,15.4,7.7,7.7,30.8,15.4
Portugal_1 Primeira Liga,CD Tondela,13,12,13,12,38.5,15.4,7.7,75.0,41.7,8.3,84.6,38.5,15.4,75.0,33.3,16.7,0.62,1.33,1.38,1.33,7.7,8.3,7.7,25.0,0.0,0.0,7.7,8.3,0.0,8.3,23.1,8.3,0.0,8.3,15.4,16.7,7.7,0.0
Portugal_1 Primeira Liga,Casa Pia,12,14,12,14,75.0,41.7,25.0,71.4,35.7,14.3,75.0,33.3,16.7,78.6,28.6,21.4,1.58,1.21,1.58,1.36,8.3,7.1,8.3,7.1,25.0,0.0,16.7,7.1,41.7,0.0,8.3,7.1,8.3,28.6,0.0,0.0,16.7,14.3
Portugal_1 Primeira Liga,Estrela Amadora,14,13,14,13,78.6,35.7,21.4,69.2,30.8,23.1,85.7,35.7,21.4,69.2,46.2,23.1,1.36,1.31,1.57,1.54,0.0,15.4,14.3,0.0,28.6,7.7,14.3,7.7,14.3,7.7,21.4,15.4,28.6,23.1,14.3,7.7,7.1,15.4
Portugal_1 Primeira Liga,FC Arouca,13,13,13,13,76.9,30.8,23.1,76.9,53.8,38.5,92.3,61.5,30.8,69.2,53.8,30.8,1.31,1.92,2.0,1.54,23.1,15.4,7.7,7.7,7.7,0.0,0.0,23.1,23.1,15.4,30.8,15.4,15.4,15.4,23.1,15.4,7.7,7.7
Portugal_1 Primeira Liga,Famalicão,13,13,13,13,69.2,38.5,7.7,38.5,7.7,0.0,76.9,23.1,7.7,76.9,30.8,15.4,1.23,0.46,1.15,1.31,23.1,0.0,15.4,7.7,15.4,7.7,15.4,0.0,23.1,23.1,15.4,7.7,23.1,15.4,7.7,7.7,30.8,7.7
Portugal_1 Primeira Liga,GD Estoril Praia,13,13,13,13,84.6,53.8,23.1,92.3,53.8,15.4,69.2,46.2,30.8,84.6,53.8,38.5,1.77,1.62,1.54,1.92,7.7,15.4,15.4,15.4,38.5,0.0,15.4,23.1,30.8,23.1,53.8,15.4,7.7,38.5,23.1,7.7,7.7,23.1
Portugal_1 Primeira Liga,Gil Vicente,13,13,13,13,92.3,23.1,0.0,84.6,38.5,15.4,76.9,46.2,15.4,61.5,38.5,7.7,1.15,1.38,1.46,1.08,7.7,15.4,15.4,23.1,0.0,0.0,23.1,15.4,23.1,46.2,23.1,7.7,7.7,15.4,23.1,0.0,46.2,7.7
Portugal_1 Primeira Liga,Moreirense FC,12,14,12,14,58.3,25.0,0.0,64.3,35.7,0.0,100.0,50.0,33.3,78.6,42.9,28.6,0.83,1.0,1.92,1.57,0.0,21.4,16.7,21.4,8.3,0.0,0.0,7.1,33.3,7.1,8.3,14.3,41.7,21.4,8.3,0.0,16.7,14.3
Portugal_1 Primeira Liga,Porto,13,13,13,13,76.9,23.1,7.7,61.5,30.8,0.0,69.2,46.2,15.4,92.3,38.5,15.4,1.08,0.92,1.31,1.46,15.4,15.4,30.8,23.1,23.1,7.7,30.8,15.4,15.4,46.2,0.0,38.5,23.1,23.1,38.5,0.0,30.8,23.1
Portugal_1 Primeira Liga,Rio Ave FC,13,13,13,13,84.6,53.8,7.7,69.2,7.7,0.0,69.2,30.8,7.7,84.6,69.2,30.8,1.46,0.77,1.15,2.08,0.0,0.0,15.4,0.0,30.8,7.7,0.0,7.7,23.1,23.1,7.7,0.0,7.7,23.1,7.7,15.4,7.7,23.1
Portugal_1 Primeira Liga,Santa Clara,13,13,13,13,53.8,38.5,0.0,61.5,30.8,7.7,61.5,23.1,15.4,76.9,30.8,0.0,0.92,1.08,1.08,1.08,23.1,15.4,15.4,15.4,0.0,0.0,0.0,7.7,7.7,0.0,7.7,7.7,7.7,7.7,23.1,7.7,7.7,23.1
Portugal_1 Primeira Liga,Sporting Braga,12,13,12,13,100.0,58.3,41.7,92.3,53.8,23.1,75.0,33.3,0.0,76.9,38.5,7.7,2.08,1.69,1.08,1.31,25.0,7.7,25.0,30.8,33.3,46.2,33.3,15.4,33.3,7.7,16.7,15.4,0.0,7.7,25.0,23.1,33.3,38.5
Portugal_1 Primeira Liga,Sporting CP,12,13,12,13,58.3,41.7,25.0,84.6,38.5,7.7,100.0,58.3,50.0,84.6,46.2,23.1,1.25,1.31,2.08,1.62,16.7,0.0,33.3,23.1,8.3,15.4,50.0,23.1,33.3,30.8,33.3,30.8,25.0,23.1,50.0,23.1,50.0,46.2
Portugal_1 Primeira Liga,Vitória Guimarães,14,12,14,12,57.1,42.9,7.1,75.0,41.7,25.0,78.6,50.0,28.6,75.0,33.3,8.3,1.07,1.42,1.57,1.17,0.0,0.0,7.1,8.3,14.3,25.0,21.4,25.0,21.4,0.0,7.1,8.3,35.7,0.0,21.4,0.0,7.1,16.7
Rep_Tcheca_1 Czech Liga,Baník Ostrava,12,14,12,14,58.3,41.7,25.0,64.3,14.3,7.1,66.7,50.0,16.7,64.3,21.4,14.3,1.25,0.86,1.5,1.07,0.0,7.1,25.0,7.1,8.3,7.1,25.0,7.1,16.7,0.0,41.7,7.1,0.0,0.0,16.7,7.1,0.0,14.3
Rep_Tcheca_1 Czech Liga,Bohemians 1905,13,13,13,13,46.2,7.7,7.7,84.6,23.1,0.0,61.5,30.8,23.1,76.9,30.8,7.7,0.62,1.08,1.15,1.15,15.4,0.0,7.7,7.7,0.0,15.4,0.0,7.7,0.0,15.4,15.4,0.0,7.7,15.4,7.7,15.4,7.7,15.4
Rep_Tcheca_1 Czech Liga,Dukla Praha,13,13,13,13,92.3,46.2,0.0,69.2,30.8,7.7,46.2,23.1,0.0,69.2,15.4,0.0,1.38,1.08,0.69,0.85,15.4,0.0,23.1,0.0,7.7,7.7,15.4,7.7,7.7,7.7,7.7,7.7,0.0,0.0,7.7,0.0,0.0,7.7
Rep_Tcheca_1 Czech Liga,Hradec Králové,13,13,13,13,69.2,30.8,15.4,69.2,30.8,23.1,69.2,30.8,7.7,84.6,38.5,30.8,1.15,1.23,1.08,1.69,15.4,15.4,15.4,7.7,15.4,15.4,30.8,23.1,0.0,7.7,15.4,15.4,15.4,15.4,15.4,0.0,15.4,30.8
Rep_Tcheca_1 Czech Liga,Jablonec,13,13,13,13,76.9,23.1,23.1,69.2,23.1,7.7,69.2,23.1,0.0,61.5,46.2,15.4,1.31,1.08,0.92,1.23,7.7,7.7,23.1,7.7,23.1,15.4,23.1,7.7,15.4,15.4,23.1,7.7,7.7,15.4,7.7,15.4,0.0,23.1
Rep_Tcheca_1 Czech Liga,Karviná,13,13,13,13,84.6,46.2,7.7,69.2,38.5,15.4,76.9,38.5,23.1,92.3,69.2,30.8,1.38,1.31,1.46,2.15,7.7,15.4,15.4,7.7,7.7,15.4,7.7,7.7,15.4,23.1,23.1,38.5,15.4,23.1,23.1,15.4,15.4,15.4
Rep_Tcheca_1 Czech Liga,Mladá Boleslav,14,12,14,12,78.6,42.9,14.3,75.0,50.0,16.7,78.6,57.1,50.0,75.0,50.0,16.7,1.43,1.58,2.07,1.42,14.3,0.0,14.3,0.0,0.0,16.7,14.3,33.3,21.4,33.3,21.4,8.3,28.6,16.7,28.6,0.0,14.3,8.3
Rep_Tcheca_1 Czech Liga,Pardubice,13,13,13,13,76.9,30.8,7.7,61.5,38.5,15.4,92.3,38.5,7.7,92.3,61.5,30.8,1.23,1.15,1.38,2.0,7.7,7.7,7.7,7.7,0.0,15.4,23.1,7.7,0.0,15.4,23.1,30.8,0.0,30.8,15.4,15.4,15.4,15.4
Rep_Tcheca_1 Czech Liga,Sigma Olomouc,13,13,13,13,38.5,23.1,7.7,69.2,46.2,15.4,46.2,23.1,7.7,76.9,38.5,15.4,0.69,1.31,0.77,1.31,0.0,7.7,7.7,30.8,23.1,0.0,0.0,23.1,15.4,15.4,7.7,0.0,7.7,7.7,15.4,15.4,23.1,15.4
Rep_Tcheca_1 Czech Liga,Slavia Praha,13,13,13,13,76.9,53.8,7.7,76.9,30.8,7.7,84.6,69.2,23.1,76.9,38.5,30.8,1.46,1.23,1.77,1.54,15.4,7.7,23.1,38.5,23.1,7.7,30.8,23.1,7.7,15.4,69.2,7.7,23.1,38.5,23.1,23.1,38.5,30.8
Rep_Tcheca_1 Czech Liga,Slovan Liberec,13,13,13,13,53.8,7.7,7.7,69.2,46.2,7.7,84.6,30.8,7.7,76.9,61.5,15.4,0.77,1.23,1.23,1.62,7.7,7.7,7.7,30.8,23.1,7.7,7.7,15.4,23.1,7.7,15.4,0.0,7.7,30.8,7.7,30.8,30.8,30.8
Rep_Tcheca_1 Czech Liga,Slovácko,13,13,13,13,76.9,38.5,7.7,69.2,23.1,7.7,76.9,30.8,7.7,61.5,23.1,15.4,1.23,1.0,1.15,1.08,7.7,0.0,7.7,0.0,7.7,7.7,23.1,15.4,7.7,7.7,0.0,0.0,7.7,0.0,30.8,0.0,23.1,23.1
Rep_Tcheca_1 Czech Liga,Sparta Praha,13,13,13,13,84.6,61.5,23.1,61.5,23.1,15.4,92.3,76.9,46.2,69.2,38.5,30.8,1.69,1.0,2.38,1.38,15.4,15.4,23.1,7.7,15.4,23.1,7.7,15.4,23.1,15.4,53.8,23.1,15.4,7.7,46.2,30.8,53.8,23.1
Rep_Tcheca_1 Czech Liga,Teplice,13,13,13,13,61.5,15.4,15.4,61.5,30.8,0.0,61.5,38.5,15.4,61.5,46.2,7.7,1.08,0.92,1.15,1.15,7.7,0.0,15.4,15.4,7.7,7.7,15.4,0.0,7.7,7.7,15.4,0.0,7.7,7.7,15.4,23.1,15.4,23.1
Rep_Tcheca_1 Czech Liga,Viktoria Plzeň,13,13,13,13,84.6,23.1,7.7,92.3,46.2,23.1,76.9,38.5,23.1,76.9,53.8,15.4,1.23,1.77,1.54,1.46,7.7,30.8,0.0,23.1,23.1,23.1,23.1,0.0,23.1,38.5,23.1,38.5,7.7,30.8,15.4,0.0,46.2,7.7
Rep_Tcheca_1 Czech Liga,Zlín,13,13,13,13,69.2,30.8,15.4,69.2,30.8,23.1,76.9,53.8,38.5,46.2,23.1,23.1,1.15,1.31,1.85,1.08,23.1,15.4,23.1,0.0,0.0,15.4,15.4,7.7,7.7,15.4,23.1,7.7,15.4,7.7,38.5,7.7,7.7,15.4
Turquia_1 Super Lig,Alanyaspor,14,13,14,13,64.3,21.4,7.1,76.9,15.4,7.7,64.3,35.7,14.3,92.3,61.5,23.1,0.93,1.0,1.14,1.77,14.3,7.7,7.1,30.8,14.3,7.7,14.3,0.0,14.3,7.7,7.1,7.7,14.3,15.4,14.3,15.4,21.4,30.8
Turquia_1 Super Lig,Antalyaspor,13,14,13,14,84.6,61.5,15.4,42.9,14.3,14.3,92.3,69.2,30.8,42.9,21.4,0.0,1.62,0.71,2.15,0.64,7.7,0.0,23.1,0.0,15.4,7.1,15.4,7.1,23.1,7.1,15.4,0.0,15.4,0.0,7.7,7.1,15.4,21.4
Turquia_1 Super Lig,Beşiktaş,14,13,14,13,64.3,57.1,14.3,84.6,46.2,15.4,92.9,42.9,14.3,92.3,38.5,15.4,1.43,1.54,1.5,1.46,28.6,23.1,14.3,23.1,7.1,23.1,28.6,15.4,14.3,23.1,21.4,30.8,14.3,7.7,21.4,23.1,28.6,15.4
Turquia_1 Super Lig,Eyüpspor,14,13,14,13,50.0,14.3,7.1,61.5,15.4,0.0,85.7,50.0,7.1,69.2,38.5,15.4,0.71,0.77,1.43,1.31,7.1,7.7,7.1,0.0,0.0,7.7,0.0,0.0,0.0,15.4,21.4,0.0,21.4,0.0,0.0,7.7,21.4,23.1
Turquia_1 Super Lig,Fatih Karagümrük,13,14,13,14,69.2,30.8,7.7,71.4,28.6,7.1,61.5,46.2,15.4,92.9,57.1,14.3,1.15,1.07,1.23,1.79,7.7,0.0,15.4,7.1,15.4,7.1,7.7,7.1,15.4,7.1,0.0,7.1,7.7,7.1,7.7,14.3,15.4,28.6
Turquia_1 Super Lig,Fenerbahçe,13,14,13,14,84.6,53.8,23.1,78.6,57.1,28.6,84.6,53.8,23.1,78.6,35.7,14.3,1.62,1.79,1.77,1.43,7.7,21.4,23.1,14.3,30.8,14.3,30.8,35.7,30.8,21.4,15.4,21.4,30.8,28.6,23.1,28.6,46.2,28.6
Turquia_1 Super Lig,Galatasaray,14,12,14,12,78.6,35.7,0.0,83.3,25.0,8.3,92.9,85.7,42.9,66.7,58.3,16.7,1.14,1.17,2.36,1.42,35.7,16.7,14.3,33.3,21.4,16.7,7.1,16.7,21.4,16.7,42.9,33.3,50.0,16.7,7.1,16.7,71.4,33.3
Turquia_1 Super Lig,Gaziantep FK,13,14,13,14,76.9,61.5,38.5,64.3,28.6,7.1,76.9,46.2,0.0,85.7,71.4,28.6,1.77,1.0,1.23,2.07,15.4,7.1,7.7,7.1,15.4,14.3,15.4,14.3,23.1,7.1,7.7,21.4,0.0,35.7,30.8,21.4,15.4,7.1
Turquia_1 Super Lig,Gençlerbirliği,13,14,13,14,76.9,30.8,15.4,57.1,21.4,7.1,84.6,53.8,15.4,71.4,21.4,14.3,1.23,0.86,1.62,1.14,15.4,7.1,7.7,7.1,15.4,14.3,23.1,0.0,7.7,0.0,30.8,7.1,23.1,0.0,23.1,14.3,0.0,14.3
Turquia_1 Super Lig,Göztepe,13,13,13,13,53.8,23.1,7.7,46.2,30.8,0.0,46.2,30.8,15.4,76.9,46.2,7.7,0.85,0.77,0.92,1.31,15.4,7.7,15.4,0.0,7.7,7.7,7.7,15.4,30.8,7.7,7.7,30.8,15.4,15.4,0.0,0.0,23.1,23.1
Turquia_1 Super Lig,Kasımpaşa,13,14,13,14,61.5,23.1,0.0,71.4,35.7,21.4,69.2,38.5,15.4,57.1,42.9,7.1,0.85,1.29,1.31,1.07,0.0,0.0,7.7,14.3,0.0,0.0,15.4,28.6,0.0,7.1,0.0,14.3,23.1,14.3,23.1,0.0,7.7,14.3
Turquia_1 Super Lig,Kayserispor,13,14,13,14,61.5,30.8,15.4,42.9,14.3,0.0,92.3,53.8,23.1,85.7,64.3,21.4,1.08,0.57,1.69,1.79,0.0,0.0,7.7,0.0,0.0,0.0,7.7,0.0,0.0,7.1,7.7,14.3,7.7,21.4,0.0,14.3,46.2,21.4
Turquia_1 Super Lig,Kocaelispor,14,13,14,13,50.0,21.4,7.1,46.2,23.1,0.0,64.3,28.6,7.1,76.9,53.8,23.1,0.79,0.69,1.0,1.62,0.0,7.7,7.1,0.0,14.3,7.7,14.3,0.0,7.1,15.4,14.3,0.0,7.1,15.4,7.1,15.4,28.6,7.7
Turquia_1 Super Lig,Konyaspor,14,13,14,13,57.1,21.4,0.0,76.9,53.8,15.4,78.6,50.0,7.1,92.3,53.8,7.7,0.79,1.46,1.43,1.54,0.0,7.7,21.4,7.7,0.0,23.1,0.0,7.7,14.3,15.4,21.4,0.0,14.3,0.0,14.3,15.4,28.6,38.5
Turquia_1 Super Lig,Rizespor,13,13,13,13,53.8,15.4,7.7,76.9,46.2,7.7,76.9,46.2,15.4,76.9,53.8,23.1,0.77,1.31,1.54,1.62,15.4,15.4,15.4,0.0,7.7,15.4,0.0,0.0,7.7,38.5,23.1,23.1,0.0,7.7,7.7,23.1,23.1,23.1
Turquia_1 Super Lig,Samsunspor,13,13,13,13,53.8,7.7,0.0,69.2,38.5,15.4,61.5,46.2,7.7,92.3,46.2,15.4,0.62,1.23,1.23,1.54,7.7,15.4,7.7,23.1,0.0,7.7,15.4,7.7,0.0,7.7,23.1,15.4,7.7,15.4,0.0,7.7,23.1,38.5
Turquia_1 Super Lig,Trabzonspor,13,14,13,14,76.9,30.8,15.4,71.4,50.0,35.7,92.3,38.5,15.4,71.4,42.9,28.6,1.38,1.64,1.46,1.57,7.7,7.1,38.5,14.3,7.7,21.4,7.7,14.3,46.2,35.7,46.2,28.6,15.4,14.3,0.0,28.6,23.1,35.7
Turquia_1 Super Lig,İstanbul Başakşehir,14,13,14,13,64.3,35.7,14.3,61.5,30.8,0.0,85.7,57.1,21.4,84.6,69.2,15.4,1.14,0.92,1.71,1.69,0.0,0.0,21.4,15.4,28.6,15.4,7.1,7.7,14.3,30.8,21.4,23.1,21.4,30.8,7.1,7.7,42.9,30.8
